#Transcript_ID	GFF_annotation	HHsearch_annotation
Smp_000020.1	Beta-N-acetylglucosaminidase	Protein O-GlcNAcase (E.C.3.2.1.169,3.2.1.-)
Smp_140580.2	Histidine kinase/HSP90-like ATPase	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme
Smp_140580.3	Histidine kinase/HSP90-like ATPase	[Pyruvate dehydrogenase [lipoamide]] kinase isozyme
Smp_140590.1	Galectin, carbohydrate recognition domain	Galectin-8
Smp_140590.2	Galectin, carbohydrate recognition domain	Galectin-8
Smp_140610.1	Calcineurin-like phosphoesterase domain, ApaH type	Plant purple acid phosphatase, catalytic domain {Kidney bean (Phaseolus vulgaris) [TaxId: 3885]}
Smp_140620.1	G protein-coupled receptor, rhodopsin-like	C-C chemokine receptor type 2
Smp_140620.2	G protein-coupled receptor, rhodopsin-like	Neuropeptide Y receptor type 1,T4
Smp_140640.1	Armadillo-like helical	Importin subunit beta-3
Smp_140640.2	Armadillo-like helical	Importin subunit beta-3
Smp_140650.1	NA	DUF4732 
Smp_140680.1	Cro/C1-type helix-turn-helix domain	Endothelial differentiation-related factor 1, EDF1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_140690.1	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain	DNA-DIRECTED RNA POLYMERASES I, II
Smp_140700.1	Protein kinase domain	Cell division protein kinase 7, CDK7 {Human (Homo sapiens) [TaxId: 9606]}
Smp_140720.1	NA	Hypothetical protein BH3822 {Bacillus halodurans [TaxId: 86665]}
Smp_140730.1	Homeobox domain	Engrailed Homeodomain {Drosophila melanogaster [TaxId: 7227]}
Smp_140760.1	NA	Methyl-CpG-binding domain protein 4 (E.C.3.2.2.-)/DNA
Smp_140760.2	NA	Methyl-CpG-binding domain protein 4 (E.C.3.2.2.-)/DNA
Smp_140770.1	EF-hand domain	Serine/threonine protein phosphatase 5, PP5 {Human (Homo sapiens) [TaxId: 9606]}
Smp_140770.2	EF-hand domain	Serine/threonine protein phosphatase 5, PP5 {Human (Homo sapiens) [TaxId: 9606]}
Smp_140790.1	Ferrochelatase	Ferrochelatase {Human (Homo sapiens) [TaxId: 9606]}
Smp_140790.2	Ferrochelatase	Ferrochelatase {Human (Homo sapiens) [TaxId: 9606]}
Smp_140800.1	EGF-type aspartate/asparagine hydroxylation site	Delta-like ligand 1
Smp_140800.2	EGF-type aspartate/asparagine hydroxylation site	Delta-like ligand 1
Smp_140800.3	EGF-type aspartate/asparagine hydroxylation site	Delta-like ligand 1
Smp_140810.1	Peptidase C15, pyroglutamyl peptidase I	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase) {Archaeon Pyrococcus horikoshii [TaxId: 53953]}
Smp_140810.2	Peptidase C15, pyroglutamyl peptidase I-like	Pyrrolidone carboxyl peptidase (pyroglutamate aminopeptidase) {Archaeon Pyrococcus horikoshii [TaxId: 53953]}
Smp_140820.1	NA	NA
Smp_140820.2	Coiled-coil domain-containing protein 125	ARF GTPASE-ACTIVATING PROTEIN GIT1
Smp_140830.1	WD40 repeat	Dynein heavy chain, cytoplasmic, Nuclear
Smp_140840.1	Inositol polyphosphate kinase	Inositol 1,4,5-trisphosphate 3-kinase A, IP3K A {Human (Homo sapiens) [TaxId: 9606]}
Smp_140840.2	Inositol polyphosphate kinase	Inositol 1,4,5-trisphosphate 3-kinase A, IP3K A {Human (Homo sapiens) [TaxId: 9606]}
Smp_140860.1	Innexin	Innexin 
Smp_140880.1	Zinc finger C2H2-type	Zinc finger protein 297b {Human (Homo sapiens) [TaxId: 9606]}
Smp_140900.1	Macro domain	O-acetyl-ADP-ribose deacetylase MACROD2 (E.C.3.5.1.-)
Smp_140920.1	Ionotropic glutamate receptor	Glutamate receptor ionotropic, kainate 3
Smp_140920.2	Ionotropic glutamate receptor	Glutamate receptor ionotropic, kainate 3
Smp_140920.3	NA	NA
Smp_140940.1	WW domain	Protein KIBRA, Peptide from Angiomotin
Smp_140940.2	NA	NA
Smp_140940.3	WW domain	Membrane-associated guanylate kinase, WW and
Smp_140940.4	WW domain	Protein KIBRA, Peptide from Angiomotin
Smp_140940.5	WW domain	Protein KIBRA, Peptide from Angiomotin
Smp_140940.6	WW domain	Protein KIBRA, Peptide from Angiomotin
Smp_140940.7	WW domain	Protein KIBRA, Peptide from Angiomotin
Smp_140940.8	WW domain	Protein KIBRA, Peptide from Angiomotin
Smp_140950.1	Chromo/chromo shadow domain	Histone-lysine N-methyltransferase ASH1L (E.C.2.1.1.43), Mortality
Smp_140950.2	Chromo/chromo shadow domain	Mortality factor 4-like protein 1, MRG15 {Human (Homo sapiens) [TaxId: 9606]}
Smp_140990.1	NA	NA
Smp_141000.1	2-5-oligoadenylate synthetase, N-terminal	INTERLEUKIN ENHANCER-BINDING FACTOR 2, INTERLEUKIN
Smp_141000.2	2-5-oligoadenylate synthetase, N-terminal	INTERLEUKIN ENHANCER-BINDING FACTOR 2, INTERLEUKIN
Smp_141010.1	C2 domain	Ferlin_C 
Smp_141010.2	C2 domain	Ferlin_C 
Smp_141010.3	C2 domain	Ferlin_C 
Smp_141010.4	C2 domain	Ferlin_C 
Smp_141010.5	C2 domain	Ferlin_C 
Smp_141020.1	NA	NA
Smp_141040.1	WD40 repeat	Platelet-activating factor acetylhydrolase IB subunit alpha {Mouse (Mus musculus) [TaxId: 10090]}
Smp_141040.2	WD40 repeat	Platelet-activating factor acetylhydrolase IB subunit alpha {Mouse (Mus musculus) [TaxId: 10090]}
Smp_141040.3	Striatin, N-terminal	Striatin 
Smp_141070.1	PDZ domain	DISKS LARGE HOMOLOG 4
Smp_141080.1	DnaJ domain	Putative chaperone DnaJ
Smp_141120.1	Zinc finger C2H2-type	GLI-Kruppel family member HKR3
Smp_141130.1	NA	NA
Smp_141140.1	Small acidic protein-like domain	SMAP 
Smp_141140.2	NA	NA
Smp_141140.3	NA	NA
Smp_141140.4	NA	NA
Smp_141140.5	Small acidic protein-like domain	SMAP 
Smp_141140.6	NA	NA
Smp_141150.1	DDHD domain	DDHD 
Smp_141150.2	DDHD domain	DDHD 
Smp_141160.1	Zinc finger, RING-type	Pre-mRNA-processing-splicing factor 8, 116 kDa
Smp_141170.1	NA	CCR4-NOT transcription complex subunit 1
Smp_141220.1	Conserved oligomeric Golgi complex subunit 6	COG6 
Smp_141220.2	Conserved oligomeric Golgi complex subunit 6	COG6 
Smp_141230.1	Protein kinase domain	Dual specificity tyrosine-phosphorylation-regulated kinase 2
Smp_141240.1	RNA recognition motif domain	PAN2-PAN3 deadenylation complex catalytic subunit
Smp_141240.2	RNA recognition motif domain	PAN2-PAN3 deadenylation complex catalytic subunit
Smp_141250.1	EGF-type aspartate/asparagine hydroxylation site	Delta-like ligand 1
Smp_141250.2	EGF-type aspartate/asparagine hydroxylation site	Delta-like ligand 1
Smp_141270.1	Peptidase C14,  p20 domain	Caspase-1 {Fall armyworm (Spodoptera frugiperda) [TaxId: 7108]}
Smp_141280.1	Leucine-rich repeat	Internalin H {Listeria monocytogenes [TaxId: 1639]}
Smp_141290.1	Innexin	Innexin 
Smp_141290.2	Innexin	Innexin 
Smp_141290.3	Innexin	Innexin 
Smp_141290.4	Innexin	Innexin 
Smp_141310.1	EGF-type aspartate/asparagine hydroxylation site	Neurexin-1-alpha
Smp_141320.1	JNK/Rab-associated protein-1, N-terminal	Jnk-SapK_ap_N 
Smp_141330.1	Leucine-rich repeat	Splicesomal U2A' protein {Human (Homo sapiens) [TaxId: 9606]}
Smp_141350.1	Leucine-rich repeat	Splicesomal U2A' protein {Human (Homo sapiens) [TaxId: 9606]}
Smp_141360.1	Biotin/lipoyl attachment	Pyruvate carboxylase
Smp_141360.2	Biotin/lipoyl attachment	Pyruvate carboxylase
Smp_141360.3	Pyruvate carboxyltransferase	Pyruvate carboxylase
Smp_141380.1	Protein kinase domain	Casein kinase-1, CK1 {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_141390.1	Innexin	Innexin 
Smp_141410.1	NA	Autophagy-related protein 101, Autophagy-related protein
Smp_141430.1	Death-like domain superfamily	Mitochondrial antiviral-signaling protein
Smp_141440.1	Protein kinase domain	Cell cycle checkpoint kinase chk1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_141450.1	Serine proteases, trypsin domain	Trypsin(ogen) {North atlantic salmon (Salmo salar) [TaxId: 8030]}
Smp_141460.1	FAM92 protein	FAM92 
Smp_141460.2	FAM92 protein	FAM92 
Smp_141460.3	FAM92 protein	FAM92 
Smp_141480.1	NA	Rab11fip2 protein
Smp_141490.1	Zinc finger, RING-type	brca1 RING domain {Human (Homo sapiens) [TaxId: 9606]}
Smp_141500.1	Uncharacterised domain UPF0506	UPF0506 
Smp_141520.1	PDZ domain	Hypothetical protein KIAA1095 {Human (Homo sapiens) [TaxId: 9606]}
Smp_141540.1	Leucine-rich repeat	Splicesomal U2A' protein {Human (Homo sapiens) [TaxId: 9606]}
Smp_141550.1	Cysteine-rich  secretory protein-related	Cysteine-rich secretory protein (SteCRISP) {Chinese green tree viper (Trimeresurus stejnegeri) [TaxId: 39682]}
Smp_141560.1	Cysteine-rich  secretory protein-related	Cysteine-rich secretory protein (SteCRISP) {Chinese green tree viper (Trimeresurus stejnegeri) [TaxId: 39682]}
Smp_141570.1	Two pore domain potassium channel	Potassium channel subfamily K member
Smp_141580.1	Protein kinase domain	Serine/threonine-protein kinase tousled-like 2 (E.C.2.7.11.1)
Smp_141610.1	Cysteine peptidase, cysteine active site	Cathepsin B-like peptidase (C01 family)
Smp_141620.1	NA	NA
Smp_141630.1	Armadillo-like helical	Splicing factor 3B subunit 5
Smp_141630.2	Armadillo-like helical	Splicing factor 3B subunit 5
Smp_141640.1	NA	NA
Smp_141650.1	Resistance to inhibitors of cholinesterase protein 3	RIC3 
Smp_141650.2	NA	RIC3 
Smp_141660.1	Voltage-dependent calcium channel, L-type, beta subunit	Guanylate kinase-like domain of the L-type calcium channel {Rabbit (Oryctolagus cuniculus) [TaxId: 9986]}
Smp_141660.2	Voltage-dependent calcium channel, L-type, beta subunit	Guanylate kinase-like domain of the L-type calcium channel {Rabbit (Oryctolagus cuniculus) [TaxId: 9986]}
Smp_141660.3	Voltage-dependent calcium channel, L-type, beta subunit	Guanylate kinase-like domain of the L-type calcium channel {Rabbit (Oryctolagus cuniculus) [TaxId: 9986]}
Smp_141660.4	Voltage-dependent calcium channel, L-type, beta subunit	Guanylate kinase-like domain of the L-type calcium channel {Rabbit (Oryctolagus cuniculus) [TaxId: 9986]}
Smp_141680.1	FAS1 domain	Periostin
Smp_141690.1	NA	NA
Smp_141710.1	NA	Rod_C 
Smp_141770.1	Carbohydrate kinase, FGGY, conserved site	GLYCEROL KINASE, PUTATIVE (E.C.2.7.1.30)
Smp_141770.2	Carbohydrate kinase, FGGY, conserved site	GLYCEROL KINASE, PUTATIVE (E.C.2.7.1.30)
Smp_141770.3	Carbohydrate kinase, FGGY, conserved site	GLYCEROL KINASE, PUTATIVE (E.C.2.7.1.30)
Smp_141770.4	Carbohydrate kinase, FGGY, conserved site	GLYCEROL KINASE, PUTATIVE (E.C.2.7.1.30)
Smp_141770.5	Carbohydrate kinase, FGGY, N-terminal	Glycerol kinase {Escherichia coli [TaxId: 562]}
Smp_141810.1	Phosphoinositide phospholipase C family	Guanine nucleotide-binding protein G(q) subunit
Smp_141820.1	FAM192A/Fyv6, N-terminal	Nefa_Nip30_N 
Smp_141830.1	YAP binding domain	Transcriptional enhancer factor TEF-3, WW
Smp_141830.2	YAP binding domain	Transcriptional enhancer factor TEF-4
Smp_141830.3	TEA/ATTS domain	YBD 
Smp_141830.4	TEA/ATTS domain	Transcriptional enhancer factor TEF-3/DNA Complex
Smp_141830.5	TEA/ATTS domain	Transcriptional enhancer factor TEF-3/DNA Complex
Smp_141830.6	TEA/ATTS domain	Transcriptional enhancer factor TEF-3/DNA Complex
Smp_141860.1	Armadillo-type fold	MOR2-PAG1_N 
Smp_141860.2	Armadillo-type fold	MOR2-PAG1_N 
Smp_141880.1	G protein-coupled receptor, rhodopsin-like	Chimera of Proteinase-activated receptor 1
Smp_141880.2	G protein-coupled receptor, rhodopsin-like	Chimera of Proteinase-activated receptor 1
Smp_141880.3	G protein-coupled receptor, rhodopsin-like	Type-1 angiotensin II receptor,Soluble cytochrome
Smp_141890.1	BTB/POZ domain	S-phase kinase-associated protein 1, F-box/LRR-repeat
Smp_141890.2	BTB/POZ domain	S-phase kinase-associated protein 1, F-box/LRR-repeat
Smp_141930.1	NA	Mitogen-activated protein kinase kinase kinase
Smp_141940.1	NA	Cyclin A/CDK2-associated p45, Skp1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_141960.1	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_141960.2	Ankyrin repeat	Myotrophin {Rat (Rattus norvegicus) [TaxId: 10116]}
Smp_141970.1	DeoC/FbaB/ lacD aldolase	Deoxyribose-phosphate aldolase, putative (E.C.4.1.2.4)
Smp_141980.1	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	Phosphodiesterase (E.C.3.1.4.53 )
Smp_141980.2	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain	Phosphodiesterase (E.C.3.1.4.53 )
Smp_142010.1	Peptidase M24	Methionine aminopeptidase 1 (E.C.3.4.11.18)
Smp_142010.2	Peptidase M24	Methionine aminopeptidase 1 (E.C.3.4.11.18)
Smp_142050.1	Protein kinase domain	MAP kinase Erk2 {Human (Homo sapiens) [TaxId: 9606]}
Smp_142050.2	Protein kinase domain	MAP kinase Erk2 {Human (Homo sapiens) [TaxId: 9606]}
Smp_142090.1	Structure-specific endonuclease subunit Slx4	Cg-Slx4-CCD, Cg-Slx1
Smp_142090.2	Structure-specific endonuclease subunit Slx4	Cg-Slx4-CCD, Cg-Slx1
Smp_142110.1	Root UVB sensitive family	DUF647 
Smp_142120.1	Myc-type, basic helix-loop-helix (bHLH) domain	DNA-BINDING PROTEIN INHIBITOR ID-2
Smp_142150.1	NA	Peptidyl-tRNA hydrolase domain protein
Smp_142150.2	NA	NA
Smp_142150.3	NA	NA
Smp_142160.1	NA	NA
Smp_142170.1	B30.2/SPRY domain	Retinoblastoma-binding protein 5, WD repeat-containing
Smp_142180.1	Poly(ADP-ribose) glycohydrolase	Poly(ADP-ribose) glycohydrolase (E.C.3.2.1.143)
Smp_142210.1	Pep3/Vps18/deep orange	VACUOLAR MEMBRANE PROTEIN PEP3
Smp_142250.1	SH2 domain	SUPPRESSOR OF CYTOKINE SIGNALING 4
Smp_142270.1	Myc-type, basic helix-loop-helix (bHLH) domain	Transcription factor E2-alpha, DNA-binding protein
Smp_142270.2	Myc-type, basic helix-loop-helix (bHLH) domain	Transcription factor E2-alpha, DNA-binding protein
Smp_142270.3	Myc-type, basic helix-loop-helix (bHLH) domain	Transcription factor E2-alpha, DNA-binding protein
Smp_142270.4	NA	Achromobacter protease {Achromobacter lyticus, strain m497-1 [TaxId: 224]}
Smp_142270.5	Myc-type, basic helix-loop-helix (bHLH) domain	Transcription factor E2-alpha, DNA-binding protein
Smp_142270.6	Myc-type, basic helix-loop-helix (bHLH) domain	Transcription factor E2-alpha, DNA-binding protein
Smp_142270.7	Myc-type, basic helix-loop-helix (bHLH) domain	Transcription factor E2-alpha, DNA-binding protein
Smp_142300.1	RNA recognition motif domain	Heterogenous nuclear ribonucleoprotein L
Smp_142320.1	Zinc finger, MIZ-type	E3 SUMO-protein ligase SIZ1,Ubiquitin-like protein
Smp_142320.2	Zinc finger, MIZ-type	E3 SUMO-protein ligase SIZ1,Ubiquitin-like protein
Smp_142400.1	Myc-type, basic helix-loop-helix (bHLH) domain	Myc proto-oncogene protein {Human (Homo sapiens) [TaxId: 9606]}
Smp_142410.1	NA	VACUOLAR PROTEIN SORTING-ASSOCIATED PROTEIN 33A
Smp_142410.2	NA	NA
Smp_142420.1	Tetraspanin	Tetraspanin 
Smp_142420.2	Tetraspanin, EC2 domain superfamily	CD9 antigen
Smp_142450.1	Small GTPase	Rap1A {Human (Homo sapiens) [TaxId: 9606]}
Smp_142490.1	Protein of unknown function DUF716	DUF716 
Smp_142510.1	Ribonuclease III domain	Ribonuclease 3 (E.C.3.1.26.3), Microprocessor complex
Smp_142510.2	Ribonuclease III domain	Ribonuclease 3, Microprocessor complex subunit
Smp_142510.3	Ribonuclease III domain	Ribonuclease 3, Microprocessor complex subunit
Smp_142510.4	Ribonuclease III domain	Ribonuclease 3, Microprocessor complex subunit
Smp_142520.1	Palmitoyltransferase, DHHC domain	human DHHC20 palmitoyltransferase (E.C.2.3.1.225)
Smp_142550.1	NA	Intimin adherence protein
Smp_142560.1	Homeobox domain	LIM domain-binding protein 1, LIM/homeobox
Smp_142600.1	High mobility group box domain	Lymphoid enhancer-binding factor, LEF1 {Mouse (Mus musculus) [TaxId: 10090]}
Smp_142600.2	High mobility group box domain	Lymphoid enhancer-binding factor, LEF1 {Mouse (Mus musculus) [TaxId: 10090]}
Smp_142600.3	High mobility group box domain	Lymphoid enhancer-binding factor, LEF1 {Mouse (Mus musculus) [TaxId: 10090]}
Smp_142620.1	Protein kinase domain	G protein-coupled receptor kinase 6
Smp_142640.1	YjeF N-terminal domain	Hypothetical protein YNL200c (YNU0_YEAST) {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_142640.2	YjeF N-terminal domain	Hypothetical protein YNL200c (YNU0_YEAST) {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_142640.3	YjeF N-terminal domain	Hypothetical protein YNL200c (YNU0_YEAST) {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
Smp_142650.1	PDZ domain	Neurabin-i {Human (Homo sapiens) [TaxId: 9606]}
Smp_142650.2	PDZ domain	Neurabin-i {Human (Homo sapiens) [TaxId: 9606]}
Smp_142650.3	NA	NA
Smp_142650.4	NA	NA
Smp_142670.1	Intraflagellar transport complex B protein 46	IFT46_B_C 
Smp_142700.1	Neurotransmitter-gated ion-channel transmembrane domain	Acetylcholine receptor protein, delta chain {Marbled electric ray (Torpedo marmorata) [TaxId: 7788]}
Smp_142700.2	Nicotinic acetylcholine receptor	Acetylcholine receptor subunit alpha, Acetylcholine
Smp_142700.3	Nicotinic acetylcholine receptor	Acetylcholine receptor subunit alpha, Acetylcholine
Smp_142710.1	Phosphatidylinositol 3-/4-kinase, catalytic domain	SMG1,Serine/threonine-protein kinase SMG1,SMG1,Serine/threonine-protein kinase SMG1,SMG1,Serine/threonine-protein
Smp_142740.1	Rho GTPase-activating protein domain	Beta-chimaerin, C-terminal domain {Human (Homo sapiens) [TaxId: 9606]}
Smp_142770.1	Importin-beta, N-terminal domain	Karyopherin beta2 {Human (Homo sapiens) [TaxId: 9606]}
Smp_142780.1	WD40 repeat	Histone H3, Histone H4, Histone
Smp_142780.2	WD40 repeat	Histone H3, Histone H4, Histone
Smp_142780.3	WD40 repeat	Histone H3, Histone H4, Histone
Smp_142790.1	Guanine nucleotide binding protein (G-protein), alpha subunit	G-alpha 
Smp_142820.1	NA	NA
Smp_142850.1	Arf GTPase activating protein	Pyk2-associated protein beta ARF-GAP domain {Mouse (Mus musculus) [TaxId: 10090]}
Smp_142850.2	Arf GTPase activating protein	Pyk2-associated protein beta ARF-GAP domain {Mouse (Mus musculus) [TaxId: 10090]}
Smp_142860.1	Glycosyl transferase family 10	Glyco_transf_10 
Smp_142880.1	Rho GTPase-activating protein domain	Graf {Chicken (Gallus gallus) [TaxId: 9031]}
Smp_142890.1	HECT domain	WW domain-containing protein 1, WWP1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_142890.2	Regulator of chromosome condensation, RCC1	Regulator of chromosome condensation RCC1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_142890.3	Regulator of chromosome condensation, RCC1	Ubiquitin-protein ligase E3a (E6ap) {Human (Homo sapiens) [TaxId: 9606]}
Smp_142890.4	Regulator of chromosome condensation, RCC1	Regulator of chromosome condensation RCC1 {Human (Homo sapiens) [TaxId: 9606]}
Smp_142900.1	Conserved hypothetical protein CHP02231	DUF4139 
Smp_142930.1	Mitochondrial carrier protein	ADP,ATP carrier protein {Cow (Bos taurus), heart isoform t1 [TaxId: 9913]}
Smp_142930.2	Mitochondrial carrier protein	ADP,ATP carrier protein {Cow (Bos taurus), heart isoform t1 [TaxId: 9913]}
Smp_142940.1	Paired domain	Paired protein (prd) {Fruit fly (Drosophila melanogaster) [TaxId: 7227]}
Smp_142950.1	DNA-directed RNA polymerase III subunit Rpc5	Sin_N 
Smp_142960.1	Polyprenyl synthetase	Trans-isoprenyl diphosphate synthase
Smp_142960.2	Isoprenoid synthase domain superfamily	Trans-isoprenyl diphosphate synthase
Smp_142970.1	Palmitoyl protein thioesterase	Palmitoyl protein thioesterase 1 {Cow (Bos taurus) [TaxId: 9913]}
Smp_142970.2	Palmitoyl protein thioesterase	Palmitoyl protein thioesterase 1 {Cow (Bos taurus) [TaxId: 9913]}
Smp_142980.1	Palmitoyl protein thioesterase	Palmitoyl protein thioesterase 1 {Cow (Bos taurus) [TaxId: 9913]}
Smp_143060.1	Clathrin adaptor complex, small chain	Sigma2 adaptin (clathrin coat assembly protein AP17) {Mouse (Mus musculus) [TaxId: 10090]}
Smp_143070.1	BTB/POZ domain	S-phase kinase-associated protein 1, F-box/LRR-repeat
Smp_143070.2	BTB/POZ domain	S-phase kinase-associated protein 1, F-box/LRR-repeat
Smp_143090.1	Domain of unknown function DUF4476	DUF4476 
Smp_143130.1	Zinc finger, LIM-type	Fusion protein of Lmo4 protein
Smp_143160.1	NA	EGL-1 
Smp_143190.1	DM DNA-binding domain	DM domain of Doublesex (dsx) {Fruit fly (Drosophila melanogaster) [TaxId: 7227]}
Smp_143210.1	NA	Inhibitor_I69 
Smp_143220.1	Protein FAM221A/B	FAM221 
Smp_143220.2	Protein FAM221A/B	FAM221 
Smp_143240.1	Trafficking protein particle complex subunit 11	Foie-gras_1 
Smp_143260.1	Leucine-rich repeat	SL cytokine, FL cytokine receptor
Smp_143260.2	Immunoglobulin subtype 2	SL cytokine, FL cytokine receptor
Smp_143270.1	NA	GRP 
Smp_143300.1	EGF-type aspartate/asparagine hydroxylation site	Delta-like ligand 1
Smp_143310.1	NA	477 6DT1_A DNA dC->dU-editing enzy  30.2      63 0.00054   34.8   0.0   41  298-338     1-41  (507)
Smp_143350.1	RNA polymerase II transcription factor SIII, subunit A	Transcription elongation factor B polypeptide
Smp_143350.2	NA	NA
Smp_143350.3	RNA polymerase II transcription factor SIII, subunit A	Transcription elongation factor B polypeptide
Smp_143390.1	Sec7 domain	Cytohesin-3
Smp_143390.2	Pleckstrin homology domain	Rac-alpha serine/threonine kinase {Human (Homo sapiens) [TaxId: 9606]}
Smp_143430.1	Glycoside hydrolase family 38, N-terminal domain	Alpha-mannosidase 2 (E.C.3.2.1.114)
Smp_143440.1	NA	Dehydrogenase (E.C.1.1.1.-)
Smp_143460.1	SAPAP family	GKAP 
Smp_143470.1	Actinin-type actin-binding domain, conserved site	actinin
Smp_143480.1	Low-density lipoprotein (LDL) receptor class A repeat	MANEC 
Smp_143480.2	Low-density lipoprotein (LDL) receptor class A repeat	Ligand-binding domain of low-density lipoprotein receptor {Human (Homo sapiens) [TaxId: 9606]}
Smp_143490.1	MCM domain	DNA replication licensing factor MCM2
Smp_143550.1	NA	NA
Smp_143560.1	Zinc finger, RING-type	E3 ubiquitin-protein ligase RNF146 (E.C.6.3.2.-)
Smp_143580.1	MORN motif	HISTONE H3 LYSINE 4 SPECIFIC
Smp_143630.1	NA	Death receptor-5 (dr5) fragment {Human (Homo sapiens) [TaxId: 9606]}
Smp_143630.2	NA	Death receptor-5 (dr5) fragment {Human (Homo sapiens) [TaxId: 9606]}
Smp_143670.1	RNA polymerase I specific transcription initiation factor RRN3	RRN3 
Smp_143690.1	Major facilitator superfamily	D-galactonate transport
Smp_143690.2	Major facilitator superfamily	D-galactonate transport
Smp_143700.1	PMP-22/EMP/MP20/Claudin superfamily	Protocadherin-15, LHFPL tetraspan subfamily member
Smp_143700.2	NA	Protocadherin-15, LHFPL tetraspan subfamily member
Smp_143730.1	Carboxypeptidase-like, regulatory domain superfamily	Cell wall surface anchor family
Smp_143740.1	Uroporphyrinogen decarboxylase (URO-D)	Uroporphyrinogen decarboxylase, UROD {Human (Homo sapiens) [TaxId: 9606]}
